subject_id,WENSHAOWEN0608
muscle,ForearmFlexor
test_type,MVC
mvc_trial1_kg,28.50
mvc_trial2_kg,26.20
mvc_trial3_kg,27.00
mvc_kg_100_percent,0.00
manual_mvc_trial_kg,27.0
mvc_level,100% MVC
target_force_kg,27.00
sample_rate,1000
baseline,442.4070
rms,4.3552
battery_mv_last,3926
battery_percent_last,70
record_time,2026-06-08 14:30:49

sample_index,time_sec,adc_raw,emg_centered,battery_mv,battery_percent,mvc_kg_100_percent,mvc_level,target_force_kg,test_type
206400,0.0000,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206401,0.0010,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206402,0.0020,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206403,0.0030,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206404,0.0040,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206405,0.0050,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206406,0.0060,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206407,0.0070,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206408,0.0080,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206409,0.0090,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206410,0.0100,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206411,0.0110,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206412,0.0120,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206413,0.0130,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206414,0.0140,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206415,0.0150,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206416,0.0160,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206417,0.0170,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206418,0.0180,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206419,0.0190,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206420,0.0200,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206421,0.0210,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206422,0.0220,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206423,0.0230,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206424,0.0240,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206425,0.0250,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206426,0.0260,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206427,0.0270,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206428,0.0280,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206429,0.0290,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206430,0.0300,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206431,0.0310,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206432,0.0320,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206433,0.0330,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206434,0.0340,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206435,0.0350,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206436,0.0360,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206437,0.0370,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206438,0.0380,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206439,0.0390,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206440,0.0400,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206441,0.0410,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206442,0.0420,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206443,0.0430,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206444,0.0440,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206445,0.0450,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206446,0.0460,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206447,0.0470,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206448,0.0480,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206449,0.0490,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206450,0.0500,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206451,0.0510,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206452,0.0520,446,3.5930,3926,70,0.00,100% MVC,27.00,MVC
206453,0.0530,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206454,0.0540,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206455,0.0550,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206456,0.0560,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206457,0.0570,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206458,0.0580,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206459,0.0590,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206460,0.0600,445,2.5930,3926,70,0.00,100% MVC,27.00,MVC
206461,0.0610,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206462,0.0620,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206463,0.0630,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206464,0.0640,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206465,0.0650,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206466,0.0660,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206467,0.0670,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206468,0.0680,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206469,0.0690,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206470,0.0700,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206471,0.0710,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206472,0.0720,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206473,0.0730,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206474,0.0740,440,-2.4070,3926,70,0.00,100% MVC,27.00,MVC
206475,0.0750,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206476,0.0760,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206477,0.0770,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206478,0.0780,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206479,0.0790,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206480,0.0800,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206481,0.0810,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206482,0.0820,440,-2.4070,3926,70,0.00,100% MVC,27.00,MVC
206483,0.0830,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206484,0.0840,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206485,0.0850,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206486,0.0860,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206487,0.0870,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206488,0.0880,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206489,0.0890,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206490,0.0900,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206491,0.0910,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206492,0.0920,440,-2.4070,3926,70,0.00,100% MVC,27.00,MVC
206493,0.0930,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206494,0.0940,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206495,0.0950,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206496,0.0960,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206497,0.0970,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206498,0.0980,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206499,0.0990,444,1.5930,3926,70,0.00,100% MVC,27.00,MVC
206500,0.1000,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206501,0.1010,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206502,0.1020,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206503,0.1030,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206504,0.1040,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206505,0.1050,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206506,0.1060,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206507,0.1070,442,-0.4070,3926,70,0.00,100% MVC,27.00,MVC
206508,0.1080,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206509,0.1090,443,0.5930,3926,70,0.00,100% MVC,27.00,MVC
206510,0.1100,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
206511,0.1110,441,-1.4070,3926,70,0.00,100% MVC,27.00,MVC
